Date,Price,Open,High,Low,Vol.,Change %
10-11-2015,26569,26387,26656,26315,151.72K,1.86%
09-11-2015,26192,26232,26637,26138,143.64K,-0.18%
06-11-2015,26107,25766,26216,25733,131.15K,1.49%
05-11-2015,25615,25720,25752,25589,78.88K,-0.46%
04-11-2015,25635,25619,25684,25517,74.18K,0.40%
03-11-2015,25518,25678,25717,25388,119.50K,-0.54%
02-11-2015,25654,25570,25765,25496,121.43K,0.66%
30-10-2015,25431,25870,25955,25387,178.30K,-1.69%
29-10-2015,25880,25926,25995,25734,142.51K,-0.04%
28-10-2015,25693,25764,25961,25563,113.53K,-0.28%
27-10-2015,25827,26027,26041,25747,106.47K,-0.80%
26-10-2015,25960,26083,26150,25905,111.57K,-0.54%
23-10-2015,26090,25953,26262,25953,128.87K,0.64%
22-10-2015,25910,25915,25997,25739,98.95K,-0.13%
21-10-2015,26059,25838,26204,25808,152.11K,1.02%
20-10-2015,25749,25804,25884,25620,143.05K,-0.18%
19-10-2015,25753,26103,26243,25576,207.12K,-1.20%
16-10-2015,25980,26377,26391,25882,199.69K,-1.33%
15-10-2015,26360,26511,26730,26166,264.14K,-0.52%
14-10-2015,26479,26336,26669,26226,196.06K,0.55%
13-10-2015,26481,26024,26492,25996,187.18K,2.24%
12-10-2015,25779,25534,25925,25496,154.35K,0.98%
09-10-2015,25522,25529,25602,25330,119.95K,-0.13%
08-10-2015,25571,25459,25658,25446,92.58K,0.51%
07-10-2015,25476,25519,25652,25439,102.23K,-0.26%
06-10-2015,25629,25850,25875,25565,129.21K,-0.71%
05-10-2015,25815,25461,25859,25298,193.70K,1.44%
02-10-2015,25540,25450,25803,25208,191.83K,0.33%
01-10-2015,25561,25327,25663,25211,148.93K,0.91%
30-09-2015,25285,25163,25396,24992,172.49K,0.37%
29-09-2015,25316,25176,25390,25144,94.61K,0.41%
28-09-2015,25376,25416,25519,25292,116.05K,-0.47%
25-09-2015,25458,25332,25544,25213,114.10K,0.12%
24-09-2015,25404,25537,25605,25304,105.92K,-0.52%
23-09-2015,25566,25393,25750,25195,174.13K,0.59%
22-09-2015,25311,25495,25532,25144,169.10K,-0.36%
21-09-2015,25318,25362,25510,25232,159.14K,-0.33%
18-09-2015,25469,25421,25516,25342,176.08K,-0.02%
17-09-2015,25553,25604,25739,25350,191.96K,1.00%
16-09-2015,25355,25449,25715,25047,249.02K,-0.79%
15-09-2015,25644,25628,25897,25457,204.07K,0.24%
14-09-2015,25512,25713,25764,25374,182.18K,-1.09%
11-09-2015,25784,25656,25908,25607,172.52K,-0.30%
10-09-2015,25884,26483,26485,25257,261.35K,-2.22%
09-09-2015,26599,26890,26895,26545,161.00K,-1.05%
08-09-2015,26750,26803,26850,26672,125.70K,-0.31%
07-09-2015,27071,27224,27269,26941,150.65K,-0.53%
04-09-2015,27133,27215,27265,27093,109.14K,-0.16%
03-09-2015,26939,27100,27138,26809,126.73K,-0.22%
02-09-2015,27039,27058,27194,27004,112.57K,-0.11%
01-09-2015,27144,27104,27324,27048,130.01K,-0.37%
31-08-2015,27256,27034,27263,26844,168.01K,0.95%
28-08-2015,26894,27272,27300,26759,198.53K,-1.76%
27-08-2015,27300,27300,27328,27037,141.90K,0.83%
26-08-2015,27089,27187,27222,26910,144.73K,-0.50%
25-08-2015,27338,27410,27457,27277,95.18K,-0.21%
24-08-2015,27617,27805,27810,27466,148.19K,-0.61%
21-08-2015,27462,27544,27663,27327,145.71K,0.49%
20-08-2015,27078,27062,27189,26938,107.92K,0.12%
19-08-2015,26912,26965,27039,26882,88.85K,-0.09%
18-08-2015,27080,27189,27237,26969,118.45K,-0.31%
17-08-2015,27158,27359,27414,27135,122.25K,-0.63%
14-08-2015,27203,27561,27587,27146,127.15K,-1.48%
13-08-2015,27643,27641,27689,27554,86.06K,-0.01%
12-08-2015,27498,27091,27583,27066,190.69K,2.14%
11-08-2015,26704,26802,26977,26639,101.55K,-0.35%
10-08-2015,26565,26664,26711,26441,100.20K,-0.41%
07-08-2015,26661,26530,26760,26348,129.83K,0.56%
06-08-2015,26505,26541,26606,26424,86.35K,-0.10%
05-08-2015,26520,26639,26677,26394,114.93K,-0.52%
04-08-2015,26703,26460,26820,26427,124.68K,0.76%
03-08-2015,26658,26559,26765,26527,91.63K,0.34%
31-07-2015,26489,26426,26568,26374,107.09K,0.47%
30-07-2015,26427,26617,26651,26291,150.68K,-0.60%
29-07-2015,26456,26695,26713,26393,155.46K,-0.82%
28-07-2015,26666,26866,26906,26535,124.18K,-0.80%
27-07-2015,27049,26938,27094,26854,111.47K,0.48%
24-07-2015,26880,26905,27242,26773,171.25K,-0.09%
23-07-2015,26827,26789,26931,26741,102.17K,0.08%
22-07-2015,26658,26640,26747,26465,150.00K,0.27%
21-07-2015,26591,26616,26699,26533,200.22K,-0.11%
20-07-2015,26627,27038,27105,26580,244.62K,-1.42%
17-07-2015,26965,27010,27202,26898,142.93K,-0.01%
16-07-2015,26955,27074,27141,26881,139.67K,-0.38%
15-07-2015,27077,27054,27177,26942,127.89K,0.17%
14-07-2015,26936,27353,27355,26900,178.96K,-1.70%
13-07-2015,27475,27368,27574,27332,120.82K,0.19%
10-07-2015,27384,27286,27395,27056,133.24K,0.01%
09-07-2015,27365,27137,27420,27068,177.84K,0.57%
08-07-2015,27269,26694,27276,26647,241.72K,2.16%
07-07-2015,26698,26477,26786,26414,139.26K,0.79%
06-07-2015,26400,26533,26576,26288,128.10K,-0.50%
03-07-2015,26593,26477,26685,26405,143.61K,0.57%
02-07-2015,26396,26599,26615,26300,134.94K,-0.68%
01-07-2015,26683,26732,26830,26617,105.95K,-0.24%
30-06-2015,26770,26642,26907,26584,109.75K,0.54%
29-06-2015,26670,26441,26789,26441,107.75K,1.05%
26-06-2015,26288,26494,26509,26151,118.48K,-0.67%
25-06-2015,26492,26987,27052,26349,212.93K,-2.28%
24-06-2015,27114,27145,27192,26905,141.08K,-0.32%
23-06-2015,27236,26960,27258,26893,157.58K,0.89%
22-06-2015,26960,26425,27039,26387,207.20K,2.40%
19-06-2015,26319,26722,26776,26299,156.38K,-1.62%
18-06-2015,26784,26618,26853,26544,118.11K,0.62%
17-06-2015,26799,27145,27194,26756,152.18K,-1.35%
16-06-2015,27231,27066,27244,26991,104.71K,0.79%
15-06-2015,26984,27226,27330,26918,137.02K,-0.78%
12-06-2015,27203,27101,27309,27065,111.55K,0.43%
11-06-2015,27028,27114,27272,26944,157.42K,-0.27%
10-06-2015,27021,26816,27090,26728,129.20K,0.73%
09-06-2015,26928,27068,27124,26722,161.06K,-0.56%
08-06-2015,27052,27230,27278,26980,109.55K,-0.44%
05-06-2015,27097,26854,27232,26833,124.84K,0.92%
04-06-2015,26931,27134,27150,26904,110.16K,-0.79%
03-06-2015,27159,27286,27371,27030,116.32K,-0.62%
02-06-2015,27197,27289,27316,27127,85.86K,-0.66%
01-06-2015,27336,27201,27468,27201,106.01K,1.47%
29-05-2015,27002,27078,27148,26865,115.65K,-0.60%
28-05-2015,27175,26612,27186,26552,151.14K,2.11%
27-05-2015,26639,26690,26805,26526,114.97K,-0.18%
26-05-2015,26747,27047,27070,26677,131.45K,-1.21%
25-05-2015,26873,26962,27003,26691,172.26K,-0.42%
22-05-2015,26982,26772,27311,26736,245.37K,0.65%
21-05-2015,26845,26744,26897,26601,185.93K,0.47%
20-05-2015,26727,26662,26797,26577,162.92K,0.31%
19-05-2015,26713,26612,26788,26509,162.53K,0.26%
18-05-2015,26621,26302,26684,26245,167.53K,1.33%
15-05-2015,26160,26095,26339,25927,157.06K,1.54%
14-05-2015,25740,25669,26273,25597,188.48K,0.27%
13-05-2015,25926,26050,26177,25777,159.62K,-0.43%
12-05-2015,26094,26200,26322,26005,123.26K,0.07%
11-05-2015,26019,26023,26211,25974,122.68K,0.04%
08-05-2015,25887,25928,26197,25788,159.54K,0.11%
07-05-2015,26005,26242,26314,25912,161.56K,-0.82%
06-05-2015,26035,26158,26248,25893,178.08K,-0.55%
05-05-2015,26075,26144,26251,26037,123.61K,0.19%
04-05-2015,26086,26830,26886,26054,214.80K,-2.67%
01-05-2015,26886,26976,27172,26877,131.86K,-0.39%
30-04-2015,26911,26976,27079,26840,107.56K,-0.29%
29-04-2015,26960,26998,27184,26741,155.66K,-0.31%
28-04-2015,26872,26997,27201,26783,133.10K,-0.40%
27-04-2015,27106,27010,27243,26905,113.77K,0.25%
24-04-2015,27174,27035,27394,27024,137.28K,0.72%
23-04-2015,26818,26802,27046,26800,106.08K,0.35%
22-04-2015,26599,26701,26756,26437,116.61K,-0.29%
21-04-2015,26623,26683,26834,26397,115.22K,-0.34%
20-04-2015,26834,26903,27066,26674,109.25K,-0.22%
17-04-2015,26644,26752,26982,26591,115.72K,0.62%
16-04-2015,26382,26582,26673,26316,121.13K,-0.70%
15-04-2015,26585,27001,27204,26469,181.84K,-1.51%
14-04-2015,26953,26862,27124,26851,96.37K,0.52%
13-04-2015,26872,26819,27138,26812,109.41K,0.09%
10-04-2015,26791,27110,27211,26723,116.28K,-1.02%
09-04-2015,27081,27215,27382,27046,97.14K,-0.75%
08-04-2015,27236,27113,27282,27080,92.65K,0.56%
07-04-2015,27129,27828,27885,26989,205.10K,-2.23%
06-04-2015,27707,27876,27968,27562,113.83K,-0.14%
03-04-2015,27637,27571,27829,27471,136.18K,0.33%
02-04-2015,27592,27927,28166,27494,181.99K,-1.30%
01-04-2015,27990,28123,28143,27762,119.88K,-0.18%
31-03-2015,28107,27663,28243,27630,163.88K,1.86%
30-03-2015,27692,28312,28369,27609,243.65K,-2.33%
27-03-2015,28360,28494,28523,28208,180.39K,-0.45%
26-03-2015,28630,28386,28757,28194,186.95K,0.96%
25-03-2015,28166,28461,28602,28083,168.89K,-1.02%
24-03-2015,28428,28623,28654,28245,149.21K,-0.62%
23-03-2015,28552,28398,28708,28078,214.91K,0.54%
20-03-2015,28480,28515,28773,28280,210.39K,-0.04%
19-03-2015,28528,28230,28594,28041,249.78K,1.35%
18-03-2015,28241,27945,28363,27761,219.41K,0.96%
17-03-2015,27939,27164,27992,27084,288.79K,2.45%
16-03-2015,27338,27265,27562,27125,193.11K,0.01%
13-03-2015,27468,27439,27692,27312,179.65K,0.13%
12-03-2015,27197,26981,27267,26859,138.52K,1.37%
11-03-2015,26931,26772,27106,26729,155.98K,0.63%
10-03-2015,26737,26792,26920,26642,122.49K,-0.18%
09-03-2015,26749,26932,26941,26713,117.09K,-0.71%
06-03-2015,26866,26527,26952,26474,190.36K,1.28%
05-03-2015,26493,26137,26570,25917,149.11K,1.50%
04-03-2015,26071,26023,26263,25656,120.68K,0.18%
03-03-2015,25821,26163,26252,25720,70.52K,-1.36%
02-03-2015,26194,25812,26423,25760,141.72K,1.57%
27-02-2015,25706,25989,26045,25634,85.91K,-1.12%
26-02-2015,26028,25590,26110,25590,67.18K,1.86%
25-02-2015,25607,25679,25775,25590,43.63K,-0.38%
24-02-2015,25833,25792,25985,25711,105.53K,-0.15%
23-02-2015,25870,26225,26392,25670,132.15K,-1.35%
20-02-2015,26202,26246,26323,26141,73.33K,0.10%
19-02-2015,26188,26070,26607,26050,137.34K,0.03%
18-02-2015,26148,26165,26336,25874,169.51K,0.02%
17-02-2015,26185,26209,26834,26043,231.51K,-1.11%
16-02-2015,26457,26770,26836,26098,152.38K,-1.21%
13-02-2015,26769,26887,26909,26600,121.18K,-0.25%
12-02-2015,26869,26882,27040,26667,143.67K,-0.31%
11-02-2015,27052,27092,27262,26960,143.32K,-0.21%
10-02-2015,27086,26466,27240,26371,241.26K,3.10%
09-02-2015,26195,26114,26511,26029,107.51K,0.38%
06-02-2015,26021,26360,26417,25934,157.20K,-1.43%
05-02-2015,26288,26323,26415,26145,117.72K,-0.08%
04-02-2015,26367,26125,26504,26035,145.11K,0.78%
03-02-2015,26060,26347,26347,25886,169.35K,-1.54%
02-02-2015,26519,25241,26582,24856,342.31K,3.62%
30-01-2015,,,,,,
29-01-2015,,,,,,
28-01-2015,,,,,,
27-01-2015,,,,,,
26-01-2015,,,,,,
23-01-2015,,,,,,
22-01-2015,,,,,,
21-01-2015,,,,,,
20-01-2015,,,,,,
19-01-2015,,,,,,
16-01-2015,,,,,,
15-01-2015,,,,,,
14-01-2015,,,,,,
13-01-2015,,,,,,
12-01-2015,,,,,,
09-01-2015,,,,,,
08-01-2015,,,,,,
07-01-2015,,,,,,
06-01-2015,,,,,,
05-01-2015,,,,,,
02-01-2015,,,,,,
01-01-2015,,,,,,
31-12-2014,,,,,,
30-12-2014,,,,,,
29-12-2014,,,,,,
26-12-2014,,,,,,
25-12-2014,,,,,,
24-12-2014,,,,,,
23-12-2014,,,,,,
22-12-2014,,,,,,
19-12-2014,,,,,,
18-12-2014,,,,,,
17-12-2014,,,,,,
16-12-2014,,,,,,
15-12-2014,,,,,,
12-12-2014,,,,,,
11-12-2014,,,,,,
10-12-2014,,,,,,
09-12-2014,,,,,,
08-12-2014,,,,,,
05-12-2014,,,,,,
04-12-2014,,,,,,
03-12-2014,,,,,,
02-12-2014,,,,,,
01-12-2014,,,,,,
